pollster,start_date,end_date,candidate_name,pct,sample_size,state,methodology,party,election_date
Morning Consult,2023-09-03,2023-09-05,Donald Trump,41,4000,National,Online Panel,REP,2024-11-05
Change Research,2023-09-01,2023-09-05,Joe Biden,42,914,North Carolina,Text-to-Web/Online Ad,DEM,2024-11-05
Change Research,2023-09-01,2023-09-05,Donald Trump,46,914,North Carolina,Text-to-Web/Online Ad,REP,2024-11-05
Premise,2023-08-30,2023-09-05,Joe Biden,37,1701,National,App Panel,DEM,2024-11-05
Premise,2023-08-30,2023-09-05,Donald Trump,42,1701,National,App Panel,REP,2024-11-05
Premise,2023-08-30,2023-09-05,Joe Biden,35,1701,National,App Panel,DEM,2024-11-05
Premise,2023-08-30,2023-09-05,Ron DeSantis,33,1701,National,App Panel,REP,2024-11-05
Premise,2023-08-30,2023-09-05,Joe Biden,38,1387,National,App Panel,DEM,2024-11-05
Premise,2023-08-30,2023-09-05,Donald Trump,44,1387,National,App Panel,REP,2024-11-05
Premise,2023-08-30,2023-09-05,Joe Biden,37,1387,National,App Panel,DEM,2024-11-05
Premise,2023-08-30,2023-09-05,Ron DeSantis,35,1387,National,App Panel,REP,2024-11-05
PPIC,2023-08-25,2023-09-05,Joe Biden,57,1146,California,Probability Panel,DEM,2024-11-05
PPIC,2023-08-25,2023-09-05,Donald Trump,26,1146,California,Probability Panel,REP,2024-11-05
Redfield & Wilton Strategies,2023-09-03,2023-09-04,Joe Biden,36,1500,National,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2023-09-03,2023-09-04,Donald Trump,38,1500,National,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2023-09-03,2023-09-04,Joe Biden,41,1187,National,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2023-09-03,2023-09-04,Donald Trump,42,1187,National,Online Panel,REP,2024-11-05
Morning Consult,2023-09-02,2023-09-04,Joe Biden,44,6000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-09-02,2023-09-04,Donald Trump,41,6000,National,Online Panel,REP,2024-11-05
Morning Consult,2023-09-02,2023-09-04,Joe Biden,44,6000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-09-02,2023-09-04,Ron DeSantis,39,6000,National,Online Panel,REP,2024-11-05
Morning Consult,2023-09-01,2023-09-03,Joe Biden,44,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-09-01,2023-09-03,Donald Trump,41,4000,National,Online Panel,REP,2024-11-05
Morning Consult,2023-08-31,2023-09-02,Joe Biden,44,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-31,2023-09-02,Donald Trump,42,4000,National,Online Panel,REP,2024-11-05
Morning Consult,2023-08-30,2023-09-01,Joe Biden,43,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-30,2023-09-01,Donald Trump,42,4000,National,Online Panel,REP,2024-11-05
Morning Consult,2023-08-29,2023-08-31,Joe Biden,43,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-29,2023-08-31,Donald Trump,43,4000,National,Online Panel,REP,2024-11-05
Echelon Insights,2023-08-28,2023-08-31,Joe Biden,45,1022,National,Online Panel,DEM,2024-11-05
Echelon Insights,2023-08-28,2023-08-31,Donald Trump,46,1022,National,Online Panel,REP,2024-11-05
Echelon Insights,2023-08-28,2023-08-31,Joe Biden,44,1022,National,Online Panel,DEM,2024-11-05
Echelon Insights,2023-08-28,2023-08-31,Ron DeSantis,40,1022,National,Online Panel,REP,2024-11-05
CNN/SSRS,2023-08-25,2023-08-31,Joe Biden,46,1259,National,Probability Panel,DEM,2024-11-05
CNN/SSRS,2023-08-25,2023-08-31,Donald Trump,47,1259,National,Probability Panel,REP,2024-11-05
CNN/SSRS,2023-08-25,2023-08-31,Joe Biden,43,1259,National,Probability Panel,DEM,2024-11-05
CNN/SSRS,2023-08-25,2023-08-31,Nikki Haley,49,1259,National,Probability Panel,REP,2024-11-05
CNN/SSRS,2023-08-25,2023-08-31,Joe Biden,44,1259,National,Probability Panel,DEM,2024-11-05
CNN/SSRS,2023-08-25,2023-08-31,Mike Pence,46,1259,National,Probability Panel,REP,2024-11-05
CNN/SSRS,2023-08-25,2023-08-31,Joe Biden,44,1259,National,Probability Panel,DEM,2024-11-05
CNN/SSRS,2023-08-25,2023-08-31,Tim Scott,46,1259,National,Probability Panel,REP,2024-11-05
CNN/SSRS,2023-08-25,2023-08-31,Joe Biden,46,1259,National,Probability Panel,DEM,2024-11-05
CNN/SSRS,2023-08-25,2023-08-31,Vivek G. Ramaswamy,45,1259,National,Probability Panel,REP,2024-11-05
CNN/SSRS,2023-08-25,2023-08-31,Joe Biden,42,1259,National,Probability Panel,DEM,2024-11-05
CNN/SSRS,2023-08-25,2023-08-31,Chris Christie,44,1259,National,Probability Panel,REP,2024-11-05
CNN/SSRS,2023-08-25,2023-08-31,Joe Biden,47,1259,National,Probability Panel,DEM,2024-11-05
CNN/SSRS,2023-08-25,2023-08-31,Ron DeSantis,47,1259,National,Probability Panel,REP,2024-11-05
Morning Consult,2023-08-28,2023-08-30,Joe Biden,44,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-28,2023-08-30,Donald Trump,42,4000,National,Online Panel,REP,2024-11-05
PRRI,2023-08-25,2023-08-30,Joe Biden,48,NA,National,Probability Panel,DEM,2024-11-05
PRRI,2023-08-25,2023-08-30,Donald Trump,46,NA,National,Probability Panel,REP,2024-11-05
PRRI,2023-08-25,2023-08-30,Joe Biden,41,1167,National,Probability Panel,DEM,2024-11-05
PRRI,2023-08-25,2023-08-30,Donald Trump,38,1167,National,Probability Panel,REP,2024-11-05
PRRI,2023-08-25,2023-08-30,Cornel West,5,1167,National,Probability Panel,IND,2024-11-05
PRRI,2023-08-25,2023-08-30,"Joe Manchin, III",10,1167,National,Probability Panel,IND,2024-11-05
PRRI,2023-08-25,2023-08-30,Joe Biden,37,1165,National,Probability Panel,DEM,2024-11-05
PRRI,2023-08-25,2023-08-30,Donald Trump,43,1165,National,Probability Panel,REP,2024-11-05
PRRI,2023-08-25,2023-08-30,Cornel West,4,1165,National,Probability Panel,IND,2024-11-05
PRRI,2023-08-25,2023-08-30,Larry Hogan,10,1165,National,Probability Panel,IND,2024-11-05
Fabrizio/GBAO,2023-08-24,2023-08-30,Joe Biden,39,1500,National,Live Phone/Text-to-Web,DEM,2024-11-05
Fabrizio/GBAO,2023-08-24,2023-08-30,Donald Trump,40,1500,National,Live Phone/Text-to-Web,REP,2024-11-05
Fabrizio/GBAO,2023-08-24,2023-08-30,Cornel West,2,1500,National,Live Phone/Text-to-Web,IND,2024-11-05
Fabrizio/GBAO,2023-08-24,2023-08-30,Lars Mapstead,1,1500,National,Live Phone/Text-to-Web,LIB,2024-11-05
Fabrizio/GBAO,2023-08-24,2023-08-30,Joe Biden,46,1500,National,Live Phone/Text-to-Web,DEM,2024-11-05
Fabrizio/GBAO,2023-08-24,2023-08-30,Donald Trump,46,1500,National,Live Phone/Text-to-Web,REP,2024-11-05
Morning Consult,2023-08-27,2023-08-29,Joe Biden,43,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-27,2023-08-29,Donald Trump,42,4000,National,Online Panel,REP,2024-11-05
YouGov,2023-08-26,2023-08-29,Joe Biden,43,1303,National,Online Panel,DEM,2024-11-05
YouGov,2023-08-26,2023-08-29,Donald Trump,44,1303,National,Online Panel,REP,2024-11-05
UC Berkeley,2023-08-24,2023-08-29,Joe Biden,51,6030,California,Email,DEM,2024-11-05
UC Berkeley,2023-08-24,2023-08-29,Donald Trump,31,6030,California,Email,REP,2024-11-05
Big Data Poll,2023-08-27,2023-08-28,Joe Biden,36.9,1316,Florida,Online Panel/Text-to-Web/Text,DEM,2024-11-05
Big Data Poll,2023-08-27,2023-08-28,Donald Trump,45,1316,Florida,Online Panel/Text-to-Web/Text,REP,2024-11-05
Big Data Poll,2023-08-27,2023-08-28,Joe Biden,36.8,1316,Florida,Online Panel/Text-to-Web/Text,DEM,2024-11-05
Big Data Poll,2023-08-27,2023-08-28,Donald Trump,45.5,1316,Florida,Online Panel/Text-to-Web/Text,REP,2024-11-05
Big Data Poll,2023-08-27,2023-08-28,Cornel West,1.4,1316,Florida,Online Panel/Text-to-Web/Text,IND,2024-11-05
Big Data Poll,2023-08-27,2023-08-28,Joe Biden,37.8,1316,Florida,Online Panel/Text-to-Web/Text,DEM,2024-11-05
Big Data Poll,2023-08-27,2023-08-28,Ron DeSantis,37.5,1316,Florida,Online Panel/Text-to-Web/Text,REP,2024-11-05
Big Data Poll,2023-08-27,2023-08-28,Joe Biden,37.3,1316,Florida,Online Panel/Text-to-Web/Text,DEM,2024-11-05
Big Data Poll,2023-08-27,2023-08-28,Ron DeSantis,37.3,1316,Florida,Online Panel/Text-to-Web/Text,REP,2024-11-05
Big Data Poll,2023-08-27,2023-08-28,Cornel West,2.7,1316,Florida,Online Panel/Text-to-Web/Text,IND,2024-11-05
Morning Consult,2023-08-26,2023-08-28,Joe Biden,44,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-26,2023-08-28,Donald Trump,41,4000,National,Online Panel,REP,2024-11-05
Morning Consult,2023-08-25,2023-08-27,Joe Biden,43,5000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-25,2023-08-27,Donald Trump,42,5000,National,Online Panel,REP,2024-11-05
Morning Consult,2023-08-25,2023-08-27,Joe Biden,43,5000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-25,2023-08-27,Ron DeSantis,39,5000,National,Online Panel,REP,2024-11-05
Big Village,2023-08-25,2023-08-27,Joe Biden,38.3,2029,National,Online Panel,DEM,2024-11-05
Big Village,2023-08-25,2023-08-27,Donald Trump,42.3,2029,National,Online Panel,REP,2024-11-05
Big Village,2023-08-25,2023-08-27,Joe Biden,43.3,1667,National,Online Panel,DEM,2024-11-05
Big Village,2023-08-25,2023-08-27,Donald Trump,43.7,1667,National,Online Panel,REP,2024-11-05
Big Village,2023-08-25,2023-08-27,Joe Biden,38.1,2029,National,Online Panel,DEM,2024-11-05
Big Village,2023-08-25,2023-08-27,Ron DeSantis,35.1,2029,National,Online Panel,REP,2024-11-05
Big Village,2023-08-25,2023-08-27,Joe Biden,42.9,1667,National,Online Panel,DEM,2024-11-05
Big Village,2023-08-25,2023-08-27,Ron DeSantis,39.6,1667,National,Online Panel,REP,2024-11-05
Cor Strategies,2023-08-24,2023-08-27,Joe Biden,55,811,Illinois,IVR/Live Phone/Online Panel,DEM,2024-11-05
Cor Strategies,2023-08-24,2023-08-27,Donald Trump,35,811,Illinois,IVR/Live Phone/Online Panel,REP,2024-11-05
Cor Strategies,2023-08-24,2023-08-27,Joe Biden,53,811,Illinois,IVR/Live Phone/Online Panel,DEM,2024-11-05
Cor Strategies,2023-08-24,2023-08-27,Ron DeSantis,35,811,Illinois,IVR/Live Phone/Online Panel,REP,2024-11-05
Emerson,2023-08-25,2023-08-26,Joe Biden,44,1000,National,IVR/Online Panel,DEM,2024-11-05
Emerson,2023-08-25,2023-08-26,Donald Trump,46.2,1000,National,IVR/Online Panel,REP,2024-11-05
Emerson,2023-08-25,2023-08-26,Joe Biden,39,1000,National,IVR/Online Panel,DEM,2024-11-05
Emerson,2023-08-25,2023-08-26,Donald Trump,44.1,1000,National,IVR/Online Panel,REP,2024-11-05
Emerson,2023-08-25,2023-08-26,Cornel West,4.2,1000,National,IVR/Online Panel,IND,2024-11-05
HarrisX,2023-08-24,2023-08-26,Joe Biden,45,2013,National,Online Panel,DEM,2024-11-05
HarrisX,2023-08-24,2023-08-26,Donald Trump,44,2013,National,Online Panel,REP,2024-11-05
Morning Consult,2023-08-24,2023-08-26,Joe Biden,43,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-24,2023-08-26,Donald Trump,42,4000,National,Online Panel,REP,2024-11-05
WPAi,2023-08-23,2023-08-26,Joe Biden,32,500,Alabama,Live Phone,DEM,2024-11-05
WPAi,2023-08-23,2023-08-26,Donald Trump,57,500,Alabama,Live Phone,REP,2024-11-05
Ipsos,2023-08-24,2023-08-25,Joe Biden,32,1004,National,Probability Panel,DEM,2024-11-05
Ipsos,2023-08-24,2023-08-25,Donald Trump,38,1004,National,Probability Panel,REP,2024-11-05
Morning Consult,2023-08-23,2023-08-25,Joe Biden,41,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-23,2023-08-25,Donald Trump,43,4000,National,Online Panel,REP,2024-11-05
PPP,2023-08-23,2023-08-24,Joe Biden,49,767,New Mexico,IVR/Text,DEM,2024-11-05
PPP,2023-08-23,2023-08-24,Donald Trump,41,767,New Mexico,IVR/Text,REP,2024-11-05
PPP,2023-08-23,2023-08-24,Joe Biden,49,767,New Mexico,IVR/Text,DEM,2024-11-05
PPP,2023-08-23,2023-08-24,Ron DeSantis,43,767,New Mexico,IVR/Text,REP,2024-11-05
Morning Consult,2023-08-22,2023-08-24,Joe Biden,42,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-22,2023-08-24,Donald Trump,42,4000,National,Online Panel,REP,2024-11-05
Morning Consult,2023-08-21,2023-08-23,Joe Biden,42,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-21,2023-08-23,Donald Trump,42,4000,National,Online Panel,REP,2024-11-05
McLaughlin,2023-08-15,2023-08-23,Joe Biden,43,1000,National,Online Panel,DEM,2024-11-05
McLaughlin,2023-08-15,2023-08-23,Donald Trump,47,1000,National,Online Panel,REP,2024-11-05
McLaughlin,2023-08-15,2023-08-23,Kamala Harris,40,1000,National,Online Panel,DEM,2024-11-05
McLaughlin,2023-08-15,2023-08-23,Donald Trump,50,1000,National,Online Panel,REP,2024-11-05
McLaughlin,2023-08-15,2023-08-23,Joe Biden,41,1000,National,Online Panel,DEM,2024-11-05
McLaughlin,2023-08-15,2023-08-23,Donald Trump,42,1000,National,Online Panel,REP,2024-11-05
McLaughlin,2023-08-15,2023-08-23,Cornel West,6,1000,National,Online Panel,IND,2024-11-05
McLaughlin,2023-08-15,2023-08-23,Joe Biden,38,1000,National,Online Panel,DEM,2024-11-05
McLaughlin,2023-08-15,2023-08-23,Donald Trump,39,1000,National,Online Panel,REP,2024-11-05
McLaughlin,2023-08-15,2023-08-23,Cornel West,5,1000,National,Online Panel,IND,2024-11-05
McLaughlin,2023-08-15,2023-08-23,"Joe Manchin, III",7,1000,National,Online Panel,IND,2024-11-05
Morning Consult,2023-08-20,2023-08-22,Joe Biden,43,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-20,2023-08-22,Donald Trump,41,4000,National,Online Panel,REP,2024-11-05
Morning Consult,2023-08-19,2023-08-21,Joe Biden,43,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-19,2023-08-21,Donald Trump,41,4000,National,Online Panel,REP,2024-11-05
Big Data Poll,2023-08-19,2023-08-21,Joe Biden,41.4,2765,National,Online Panel/Text-to-Web/Text,DEM,2024-11-05
Big Data Poll,2023-08-19,2023-08-21,Donald Trump,42.4,2765,National,Online Panel/Text-to-Web/Text,REP,2024-11-05
Big Data Poll,2023-08-19,2023-08-21,Joe Biden,40.2,2765,National,Online Panel/Text-to-Web/Text,DEM,2024-11-05
Big Data Poll,2023-08-19,2023-08-21,Donald Trump,42.6,2765,National,Online Panel/Text-to-Web/Text,REP,2024-11-05
Big Data Poll,2023-08-19,2023-08-21,Cornel West,2.5,2765,National,Online Panel/Text-to-Web/Text,IND,2024-11-05
Big Data Poll,2023-08-19,2023-08-21,Joe Biden,41.4,2765,National,Online Panel/Text-to-Web/Text,DEM,2024-11-05
Big Data Poll,2023-08-19,2023-08-21,Ron DeSantis,35.2,2765,National,Online Panel/Text-to-Web/Text,REP,2024-11-05
Big Data Poll,2023-08-19,2023-08-21,Joe Biden,39.6,2765,National,Online Panel/Text-to-Web/Text,DEM,2024-11-05
Big Data Poll,2023-08-19,2023-08-21,Ron DeSantis,34.2,2765,National,Online Panel/Text-to-Web/Text,REP,2024-11-05
Big Data Poll,2023-08-19,2023-08-21,Cornel West,3.5,2765,National,Online Panel/Text-to-Web/Text,IND,2024-11-05
Premise,2023-08-17,2023-08-21,Joe Biden,33,1651,National,App Panel,DEM,2024-11-05
Premise,2023-08-17,2023-08-21,Donald Trump,41,1651,National,App Panel,REP,2024-11-05
Premise,2023-08-17,2023-08-21,Joe Biden,38,1240,National,App Panel,DEM,2024-11-05
Premise,2023-08-17,2023-08-21,Donald Trump,43,1240,National,App Panel,REP,2024-11-05
Premise,2023-08-17,2023-08-21,Joe Biden,32,1651,National,App Panel,DEM,2024-11-05
Premise,2023-08-17,2023-08-21,Ron DeSantis,31,1651,National,App Panel,REP,2024-11-05
Premise,2023-08-17,2023-08-21,Joe Biden,37,1240,National,App Panel,DEM,2024-11-05
Premise,2023-08-17,2023-08-21,Ron DeSantis,34,1240,National,App Panel,REP,2024-11-05
HarrisX,2023-08-17,2023-08-21,Joe Biden,45,2327,National,NA,DEM,2024-11-05
HarrisX,2023-08-17,2023-08-21,Donald Trump,44,2327,National,NA,REP,2024-11-05
HarrisX,2023-08-17,2023-08-21,Joe Biden,41,1952,Iowa,NA,DEM,2024-11-05
HarrisX,2023-08-17,2023-08-21,Donald Trump,47,1952,Iowa,NA,REP,2024-11-05
YouGov,2023-08-17,2023-08-21,Joe Biden,47,1113,National,Online Panel,DEM,2024-11-05
YouGov,2023-08-17,2023-08-21,Donald Trump,41,1113,National,Online Panel,REP,2024-11-05
YouGov,2023-08-17,2023-08-21,Joe Biden,45,1116,National,Online Panel,DEM,2024-11-05
YouGov,2023-08-17,2023-08-21,Ron DeSantis,40,1116,National,Online Panel,REP,2024-11-05
Schoen Cooperman,2023-08-17,2023-08-21,Joe Biden,44,800,National,Online Panel/Text-to-Web,DEM,2024-11-05
Schoen Cooperman,2023-08-17,2023-08-21,Donald Trump,45,800,National,Online Panel/Text-to-Web,REP,2024-11-05
Morning Consult,2023-08-18,2023-08-20,Joe Biden,44,5000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-18,2023-08-20,Donald Trump,41,5000,National,Online Panel,REP,2024-11-05
Morning Consult,2023-08-18,2023-08-20,Joe Biden,43,5000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-18,2023-08-20,Ron DeSantis,37,5000,National,Online Panel,REP,2024-11-05
Franklin and Marshall College,2023-08-09,2023-08-20,Joe Biden,42,723,Pennsylvania,Mail-to-Web/Mail-to-Phone,DEM,2024-11-05
Franklin and Marshall College,2023-08-09,2023-08-20,Donald Trump,40,723,Pennsylvania,Mail-to-Web/Mail-to-Phone,REP,2024-11-05
Morning Consult,2023-08-17,2023-08-19,Joe Biden,43,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-17,2023-08-19,Donald Trump,41,4000,National,Online Panel,REP,2024-11-05
Morning Consult,2023-08-16,2023-08-18,Joe Biden,44,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-16,2023-08-18,Donald Trump,41,4000,National,Online Panel,REP,2024-11-05
Emerson,2023-08-16,2023-08-17,Joe Biden,43.7,1000,National,IVR/Online Panel,DEM,2024-11-05
Emerson,2023-08-16,2023-08-17,Donald Trump,44.4,1000,National,IVR/Online Panel,REP,2024-11-05
Emerson,2023-08-16,2023-08-17,Joe Biden,40.9,1000,National,IVR/Online Panel,DEM,2024-11-05
Emerson,2023-08-16,2023-08-17,Donald Trump,42,1000,National,IVR/Online Panel,REP,2024-11-05
Emerson,2023-08-16,2023-08-17,Cornel West,4.6,1000,National,IVR/Online Panel,IND,2024-11-05
Emerson,2023-08-16,2023-08-17,Joe Biden,39.4,1000,National,IVR/Online Panel,DEM,2024-11-05
Emerson,2023-08-16,2023-08-17,Donald Trump,42.1,1000,National,IVR/Online Panel,REP,2024-11-05
Emerson,2023-08-16,2023-08-17,Taylor Swift,8.3,1000,National,IVR/Online Panel,IND,2024-11-05
Morning Consult,2023-08-15,2023-08-17,Joe Biden,44,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-15,2023-08-17,Donald Trump,40,4000,National,Online Panel,REP,2024-11-05
J.L. Partners,2023-08-12,2023-08-17,Joe Biden,39,741,Montana,Live Phone/Text/Online Ad,DEM,2024-11-05
J.L. Partners,2023-08-12,2023-08-17,Donald Trump,51,741,Montana,Live Phone/Text/Online Ad,REP,2024-11-05
J.L. Partners,2023-08-12,2023-08-17,Joe Biden,36,741,Montana,Live Phone/Text/Online Ad,DEM,2024-11-05
J.L. Partners,2023-08-12,2023-08-17,Ron DeSantis,50,741,Montana,Live Phone/Text/Online Ad,REP,2024-11-05
Morning Consult,2023-08-14,2023-08-16,Joe Biden,45,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-14,2023-08-16,Donald Trump,40,4000,National,Online Panel,REP,2024-11-05
Siena,2023-08-13,2023-08-16,Joe Biden,47,803,New York,Live Phone/Online Panel,DEM,2024-11-05
Siena,2023-08-13,2023-08-16,Donald Trump,34,803,New York,Live Phone/Online Panel,REP,2024-11-05
Clarity,2023-08-10,2023-08-16,Joe Biden,44,2018,National,Online Panel,DEM,2024-11-05
Clarity,2023-08-10,2023-08-16,Donald Trump,45,2018,National,Online Panel,REP,2024-11-05
Clarity,2023-08-10,2023-08-16,Joe Biden,43,2018,National,Online Panel,DEM,2024-11-05
Clarity,2023-08-10,2023-08-16,Ron DeSantis,40,2018,National,Online Panel,REP,2024-11-05
Morning Consult,2023-08-13,2023-08-15,Joe Biden,44,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-13,2023-08-15,Donald Trump,40,4000,National,Online Panel,REP,2024-11-05
YouGov,2023-08-12,2023-08-15,Joe Biden,38,1500,National,Online Panel,DEM,2024-11-05
YouGov,2023-08-12,2023-08-15,Donald Trump,39,1500,National,Online Panel,REP,2024-11-05
YouGov,2023-08-12,2023-08-15,Joe Biden,43,1321,National,Online Panel,DEM,2024-11-05
YouGov,2023-08-12,2023-08-15,Donald Trump,42,1321,National,Online Panel,REP,2024-11-05
Roanoke College,2023-08-06,2023-08-15,Joe Biden,51,702,Virginia,Live Phone/Online Panel,DEM,2024-11-05
Roanoke College,2023-08-06,2023-08-15,Donald Trump,42,702,Virginia,Live Phone/Online Panel,REP,2024-11-05
Morning Consult,2023-08-12,2023-08-14,Joe Biden,44,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-12,2023-08-14,Donald Trump,41,4000,National,Online Panel,REP,2024-11-05
Marist,2023-08-11,2023-08-14,Joe Biden,47,1100,National,Live Phone/Online Panel/Text,DEM,2024-11-05
Marist,2023-08-11,2023-08-14,Donald Trump,46,1100,National,Live Phone/Online Panel/Text,REP,2024-11-05
Beacon/Shaw,2023-08-11,2023-08-14,Joe Biden,44,1002,National,Live Phone,DEM,2024-11-05
Beacon/Shaw,2023-08-11,2023-08-14,Donald Trump,41,1002,National,Live Phone,REP,2024-11-05
Beacon/Shaw,2023-08-11,2023-08-14,Joe Biden,44,1002,National,Live Phone,DEM,2024-11-05
Beacon/Shaw,2023-08-11,2023-08-14,Ron DeSantis,39,1002,National,Live Phone,REP,2024-11-05
Beacon/Shaw,2023-08-11,2023-08-14,Joe Biden,42,1002,National,Live Phone,DEM,2024-11-05
Beacon/Shaw,2023-08-11,2023-08-14,Tim Scott,36,1002,National,Live Phone,REP,2024-11-05
Beacon/Shaw,2023-08-11,2023-08-14,Joe Biden,42,1002,National,Live Phone,DEM,2024-11-05
Beacon/Shaw,2023-08-11,2023-08-14,Nikki Haley,36,1002,National,Live Phone,REP,2024-11-05
Beacon/Shaw,2023-08-11,2023-08-14,Joe Biden,42,1002,National,Live Phone,DEM,2024-11-05
Beacon/Shaw,2023-08-11,2023-08-14,Vivek G. Ramaswamy,38,1002,National,Live Phone,REP,2024-11-05
Quinnipiac,2023-08-10,2023-08-14,Joe Biden,47,1632,National,Live Phone,DEM,2024-11-05
Quinnipiac,2023-08-10,2023-08-14,Donald Trump,46,1632,National,Live Phone,REP,2024-11-05
Morning Consult,2023-08-11,2023-08-13,Joe Biden,43,6000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-11,2023-08-13,Donald Trump,41,6000,National,Online Panel,REP,2024-11-05
Morning Consult,2023-08-11,2023-08-13,Joe Biden,43,6000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-11,2023-08-13,Ron DeSantis,37,6000,National,Online Panel,REP,2024-11-05
Morning Consult,2023-08-10,2023-08-12,Joe Biden,44,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-10,2023-08-12,Donald Trump,42,4000,National,Online Panel,REP,2024-11-05
Emerson,2023-08-09,2023-08-11,Joe Biden,48.2,837,New Hampshire,IVR/Online Panel/Text-to-Web/Email,DEM,2024-11-05
Emerson,2023-08-09,2023-08-11,Donald Trump,40.9,837,New Hampshire,IVR/Online Panel/Text-to-Web/Email,REP,2024-11-05
Emerson,2023-08-09,2023-08-11,Joe Biden,44,837,New Hampshire,IVR/Online Panel/Text-to-Web/Email,DEM,2024-11-05
Emerson,2023-08-09,2023-08-11,Donald Trump,39.2,837,New Hampshire,IVR/Online Panel/Text-to-Web/Email,REP,2024-11-05
Emerson,2023-08-09,2023-08-11,Cornel West,4.5,837,New Hampshire,IVR/Online Panel/Text-to-Web/Email,IND,2024-11-05
Morning Consult,2023-08-09,2023-08-11,Joe Biden,44,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-09,2023-08-11,Donald Trump,42,4000,National,Online Panel,REP,2024-11-05
EPIC/MRA,2023-08-06,2023-08-11,Joe Biden,46,600,Michigan,Live Phone,DEM,2024-11-05
EPIC/MRA,2023-08-06,2023-08-11,Donald Trump,45,600,Michigan,Live Phone,REP,2024-11-05
PPP,2023-08-09,2023-08-10,Joe Biden,34,737,Kentucky,IVR/Text-to-Web,DEM,2024-11-05
PPP,2023-08-09,2023-08-10,Donald Trump,55,737,Kentucky,IVR/Text-to-Web,REP,2024-11-05
Morning Consult,2023-08-08,2023-08-10,Joe Biden,44,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-08,2023-08-10,Donald Trump,42,4000,National,Online Panel,REP,2024-11-05
Morning Consult,2023-08-07,2023-08-09,Joe Biden,44,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-07,2023-08-09,Donald Trump,41,4000,National,Online Panel,REP,2024-11-05
Morning Consult,2023-08-06,2023-08-08,Joe Biden,43,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-06,2023-08-08,Donald Trump,41,4000,National,Online Panel,REP,2024-11-05
Morning Consult,2023-08-05,2023-08-07,Joe Biden,43,4000,National,Online Panel,DEM,2024-11-05
Morning Consult,2023-08-05,2023-08-07,Donald Trump,41,4000,National,Online Panel,REP,2024-11-05
Premise,2023-08-02,2023-08-07,Joe Biden,34,1726,National,App Panel,DEM,2024-11-05
Premise,2023-08-02,2023-08-07,Donald Trump,41,1726,National,App Panel,REP,2024-11-05
Premise,2023-08-02,2023-08-07,Joe Biden,38,1306,National,App Panel,DEM,2024-11-05
Premise,2023-08-02,2023-08-07,Donald Trump,42,1306,National,App Panel,REP,2024-11-05
Premise,2023-08-02,2023-08-07,Joe Biden,32,1726,National,App Panel,DEM,2024-11-05
Premise,2023-08-02,2023-08-07,Ron DeSantis,31,1726,National,App Panel,REP,2024-11-05
Premise,2023-08-02,2023-08-07,Joe Biden,36,1306,National,App Panel,DEM,2024-11-05
Premise,2023-08-02,2023-08-07,Ron DeSantis,34,1306,National,App Panel,REP,2024-11-05
Redfield & Wilton Strategies,2023-08-05,2023-08-06,Joe Biden,36,1500,National,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2023-08-05,2023-08-06,Donald Trump,38,1500,National,Online Panel,REP,2024-11-05
