candidate_name,pct,sample_size,state,start_date,end_date,methodology,party,candidate_win
Donald Trump,40,6000,National,2023-01-10,2023-01-12,Online Panel,REP,0
Joe Biden,41,6000,National,2023-01-10,2023-01-12,Online Panel,DEM,0
Donald Trump,44.6,500,North Carolina,2023-01-09,2023-01-12,Live Phone/Text-to-Web,REP,0
Joe Biden,44,5000,National,2023-01-09,2023-01-11,Online Panel,DEM,0
Donald Trump,40,5000,National,2023-01-09,2023-01-11,Online Panel,REP,0
Joe Biden,44,5000,National,2023-01-08,2023-01-10,Online Panel,DEM,0
Donald Trump,40,5000,National,2023-01-08,2023-01-10,Online Panel,REP,0
Joe Biden,44,5000,National,2023-01-07,2023-01-09,Online Panel,DEM,0
Donald Trump,40,5000,National,2023-01-07,2023-01-09,Online Panel,REP,0
Donald Trump,41,7500,National,2023-01-06,2023-01-08,Online Panel,REP,0
Joe Biden,37,618,Arizona,2023-01-05,2023-01-08,IVR/Text,DEM,0
Donald Trump,38.3,618,Arizona,2023-01-05,2023-01-08,IVR/Text,REP,0
Joe Biden,50,2220,National,2023-01-05,2023-01-08,App Panel,DEM,0
Donald Trump,50,2220,National,2023-01-05,2023-01-08,App Panel,REP,0
Donald Trump,50,1642,National,2023-01-05,2023-01-08,App Panel,REP,0
Joe Biden,49,1035,National,2023-01-02,2023-01-08,Live Phone,DEM,0
Donald Trump,41,1035,National,2023-01-02,2023-01-08,Live Phone,REP,0
Joe Biden,42,1035,National,2023-01-02,2023-01-08,Live Phone,DEM,0
Joe Biden,44,5000,National,2023-01-05,2023-01-07,Online Panel,DEM,0
Donald Trump,40,5000,National,2023-01-05,2023-01-07,Online Panel,REP,0
Joe Biden,44,5000,National,2023-01-04,2023-01-06,Online Panel,DEM,0
Donald Trump,41,5000,National,2023-01-04,2023-01-06,Online Panel,REP,0
Joe Biden,35,1000,National,2023-01-03,2023-01-05,Online Panel,DEM,0
Donald Trump,40,5000,National,2023-01-03,2023-01-05,Online Panel,REP,0
Joe Biden,43,5000,National,2023-01-02,2023-01-04,Online Panel,DEM,0
Donald Trump,40,5000,National,2023-01-02,2023-01-04,Online Panel,REP,0
Joe Biden,44,5000,National,2023-01-01,2023-01-03,Online Panel,DEM,0
Donald Trump,40,5000,National,2023-01-01,2023-01-03,Online Panel,REP,0
Joe Biden,44,8000,National,2022-12-31,2023-01-02,Online Panel,DEM,0
Donald Trump,40,8000,National,2022-12-31,2023-01-02,Online Panel,REP,0
Donald Trump,40,5000,National,2022-12-29,2022-12-31,Online Panel,REP,0
Joe Biden,43,5000,National,2022-12-28,2022-12-30,Online Panel,DEM,0
Donald Trump,40,5000,National,2022-12-28,2022-12-30,Online Panel,REP,0
Donald Trump,40,5000,National,2022-12-27,2022-12-29,Online Panel,REP,0
Donald Trump,45,1189,National,2022-12-22,2022-12-29,Online Panel,REP,0
Donald Trump,40,5000,National,2022-12-26,2022-12-28,Online Panel,REP,0
Donald Trump,40,5000,National,2022-12-25,2022-12-27,Online Panel,REP,0
Joe Biden,44,5000,National,2022-12-24,2022-12-26,Online Panel,DEM,0
Donald Trump,41,5000,National,2022-12-24,2022-12-26,Online Panel,REP,0
Joe Biden,45,5000,National,2022-12-23,2022-12-25,Online Panel,DEM,0
Donald Trump,40,5000,National,2022-12-23,2022-12-25,Online Panel,REP,0
Joe Biden,44,5000,National,2022-12-22,2022-12-24,Online Panel,DEM,0
Donald Trump,41,5000,National,2022-12-22,2022-12-24,Online Panel,REP,0
Donald Trump,40,5000,National,2022-12-21,2022-12-23,Online Panel,REP,0
Joe Biden,44,5000,National,2022-12-20,2022-12-22,Online Panel,DEM,0
Joe Biden,44,5000,National,2022-12-19,2022-12-21,Online Panel,DEM,0
Donald Trump,40,5000,National,2022-12-19,2022-12-21,Online Panel,REP,0
Joe Biden,43,5000,National,2022-12-18,2022-12-20,Online Panel,DEM,0
Donald Trump,40,5000,National,2022-12-17,2022-12-19,Online Panel,REP,0
Joe Biden,45,1041,National,2022-12-15,2022-12-19,Online Panel,DEM,0
Joe Biden,43,1041,National,2022-12-15,2022-12-19,Online Panel,DEM,0
Joe Biden,43,7000,National,2022-12-16,2022-12-18,Online Panel,DEM,0
Donald Trump,41,7000,National,2022-12-16,2022-12-18,Online Panel,REP,0
Joe Biden,44,5000,National,2022-12-15,2022-12-17,Online Panel,DEM,0
Joe Biden,40,1851,National,2022-12-14,2022-12-15,Online Panel,DEM,0
Donald Trump,45,1851,National,2022-12-14,2022-12-15,Online Panel,REP,0
Kamala Harris,40,1851,National,2022-12-14,2022-12-15,Online Panel,DEM,0
Donald Trump,46,1851,National,2022-12-14,2022-12-15,Online Panel,REP,0
Joe Biden,39,1851,National,2022-12-14,2022-12-15,Online Panel,DEM,0
Kamala Harris,40,1851,National,2022-12-14,2022-12-15,Online Panel,DEM,0
Joe Biden,43,5000,National,2022-12-13,2022-12-15,Online Panel,DEM,0
Donald Trump,41,5000,National,2022-12-13,2022-12-15,Online Panel,REP,0
Joe Biden,49,1021,National,2022-12-12,2022-12-14,Online Panel,DEM,0
Donald Trump,42,1021,National,2022-12-12,2022-12-14,Online Panel,REP,0
Kamala Harris,42,1000,National,2022-12-09,2022-12-14,Online Panel,DEM,0
Donald Trump,49,1000,National,2022-12-09,2022-12-14,Online Panel,REP,0
Joe Biden,44,5000,National,2022-12-11,2022-12-13,Online Panel,DEM,0
Joe Biden,44,5000,National,2022-12-10,2022-12-12,Online Panel,DEM,0
Donald Trump,41,7000,National,2022-12-09,2022-12-11,Online Panel,REP,0
Joe Biden,42,7000,National,2022-12-09,2022-12-11,Online Panel,DEM,0
Joe Biden,47.3,1000,National,2022-12-07,2022-12-11,Live Phone,DEM,0
Donald Trump,39.5,1000,National,2022-12-07,2022-12-11,Live Phone,REP,0
Joe Biden,42.7,1000,National,2022-12-07,2022-12-11,Live Phone,DEM,0
Joe Biden,44,5000,National,2022-12-08,2022-12-10,Online Panel,DEM,0
Donald Trump,41,5000,National,2022-12-08,2022-12-10,Online Panel,REP,0
Joe Biden,45,5000,National,2022-12-07,2022-12-09,Online Panel,DEM,0
Donald Trump,40,5000,National,2022-12-07,2022-12-09,Online Panel,REP,0
Joe Biden,45,5000,National,2022-12-06,2022-12-08,Online Panel,DEM,0
Donald Trump,40,5000,National,2022-12-06,2022-12-08,Online Panel,REP,0
Joe Biden,50,763,Michigan,2022-12-06,2022-12-07,IVR/Text,DEM,0
Donald Trump,43,763,Michigan,2022-12-06,2022-12-07,IVR/Text,REP,0
Joe Biden,44,5000,National,2022-12-05,2022-12-07,Online Panel,DEM,0
Joe Biden,45,1500,National,2022-12-03,2022-12-07,Live Phone/Text-to-Web,DEM,0
Donald Trump,43,1500,National,2022-12-03,2022-12-07,Live Phone/Text-to-Web,REP,0
Joe Biden,47,600,Michigan,2022-11-30,2022-12-06,Live Phone,DEM,0
Donald Trump,43,600,Michigan,2022-11-30,2022-12-06,Live Phone,REP,0
Joe Biden,37,1500,National,2022-12-05,2022-12-05,Online Panel,DEM,0
Donald Trump,36,1500,National,2022-12-05,2022-12-05,Online Panel,REP,0
Kamala Harris,36,1500,National,2022-12-05,2022-12-05,Online Panel,DEM,0
Joe Biden,41,1162,National,2022-12-05,2022-12-05,Online Panel,DEM,0
Donald Trump,41,1162,National,2022-12-05,2022-12-05,Online Panel,REP,0
Joe Biden,42,1162,National,2022-12-05,2022-12-05,Online Panel,DEM,0
Donald Trump,43,1162,National,2022-12-05,2022-12-05,Online Panel,REP,0
Joe Biden,44,5000,National,2022-12-03,2022-12-05,Online Panel,DEM,0
Joe Biden,37,1635,National,2022-12-01,2022-12-05,Online Panel,DEM,0
Donald Trump,35,1635,National,2022-12-01,2022-12-05,Online Panel,REP,0
Donald Trump,42,1204,National,2022-12-01,2022-12-05,Online Panel,REP,0
Joe Biden,37,1635,National,2022-12-01,2022-12-05,Online Panel,DEM,0
Joe Biden,44,1204,National,2022-12-01,2022-12-05,Online Panel,DEM,0
Donald Trump,40,5000,National,2022-12-02,2022-12-04,Online Panel,REP,0
Donald Trump,40,5000,National,2022-12-01,2022-12-03,Online Panel,REP,0
Joe Biden,43,5000,National,2022-11-30,2022-12-02,Online Panel,DEM,0
Donald Trump,40,5000,National,2022-11-30,2022-12-02,Online Panel,REP,0
Joe Biden,43.5,888,Georgia,2022-11-28,2022-11-30,IVR/Online Panel/Text-to-Web,DEM,0
Joe Biden,43,888,Georgia,2022-11-28,2022-11-30,IVR/Online Panel/Text-to-Web,DEM,0
Joe Biden,47,1300,Georgia,2022-11-18,2022-11-28,Online Panel,DEM,0
Donald Trump,43,1300,Georgia,2022-11-18,2022-11-28,Online Panel,REP,0
Joe Biden,46,1300,Georgia,2022-11-18,2022-11-28,Online Panel,DEM,0
Donald Trump,34,1004,National,2022-11-15,2022-11-22,Probability Panel,REP,0
Joe Biden,44,840,National,2022-11-15,2022-11-22,Probability Panel,DEM,0
Donald Trump,34,840,National,2022-11-15,2022-11-22,Probability Panel,REP,0
Joe Biden,37,1004,National,2022-11-15,2022-11-22,Probability Panel,DEM,0
Donald Trump,47,1747,National,2022-11-19,2022-11-20,App Panel,REP,0
Joe Biden,48,1747,National,2022-11-19,2022-11-20,App Panel,DEM,0
Joe Biden,45.1,1380,National,2022-11-18,2022-11-19,IVR/Online Panel,DEM,0
Donald Trump,40.9,1380,National,2022-11-18,2022-11-19,IVR/Online Panel,REP,0
Joe Biden,42.5,1380,National,2022-11-18,2022-11-19,IVR/Online Panel,DEM,0
Joe Biden,37.4,1380,National,2022-11-18,2022-11-19,IVR/Online Panel,DEM,0
Donald Trump,45,1036,National,2022-11-17,2022-11-19,Online Panel,REP,0
Joe Biden,42,1036,National,2022-11-17,2022-11-19,Online Panel,DEM,0
Joe Biden,42,1036,National,2022-11-17,2022-11-19,Online Panel,DEM,0
Joe Biden,42,1036,National,2022-11-17,2022-11-19,Online Panel,DEM,0
Joe Biden,40,1500,National,2022-11-17,2022-11-17,Online Panel,DEM,0
Donald Trump,38,1500,National,2022-11-17,2022-11-17,Online Panel,REP,0
Joe Biden,40,1500,National,2022-11-17,2022-11-17,Online Panel,DEM,0
Kamala Harris,40,1500,National,2022-11-17,2022-11-17,Online Panel,DEM,0
Donald Trump,38,1500,National,2022-11-17,2022-11-17,Online Panel,REP,0
Joe Biden,43,1203,National,2022-11-17,2022-11-17,Online Panel,DEM,0
Donald Trump,42,1203,National,2022-11-17,2022-11-17,Online Panel,REP,0
Joe Biden,43,1203,National,2022-11-17,2022-11-17,Online Panel,DEM,0
Joe Biden,42,2212,National,2022-11-16,2022-11-17,Online Panel,DEM,0
Donald Trump,44,2212,National,2022-11-16,2022-11-17,Online Panel,REP,0
Kamala Harris,40,2212,National,2022-11-16,2022-11-17,Online Panel,DEM,0
Joe Biden,43,2212,National,2022-11-16,2022-11-17,Online Panel,DEM,0
Kamala Harris,39,2212,National,2022-11-16,2022-11-17,Online Panel,DEM,0
Joe Biden,33,1007,National,2022-11-11,2022-11-13,Online Panel,DEM,0
Joe Biden,36,1007,National,2022-11-11,2022-11-13,Online Panel,DEM,0
Donald Trump,33,1007,National,2022-11-11,2022-11-13,Online Panel,REP,0
Donald Trump,47,1767,National,2022-11-08,2022-11-09,IVR/Online Panel,REP,0
Donald Trump,49,1224,Florida,2022-11-08,2022-11-09,IVR/Online Panel,REP,0
Donald Trump,45,679,Nevada,2022-11-08,2022-11-09,IVR/Online Panel,REP,0
Joe Biden,46,1000,National,2022-11-06,2022-11-08,Online Panel,DEM,0
Joe Biden,45,1000,National,2022-11-06,2022-11-08,Online Panel,DEM,0
Donald Trump,43,3980,National,2022-11-02,2022-11-07,Online Panel,REP,0
Joe Biden,40,3980,National,2022-11-02,2022-11-07,Online Panel,DEM,0
Joe Biden,40,3980,National,2022-11-02,2022-11-07,Online Panel,DEM,0
Joe Biden,39,3980,National,2022-11-02,2022-11-07,Online Panel,DEM,0
Joe Biden,43,3980,National,2022-11-02,2022-11-07,Online Panel,DEM,0
Joe Biden,38,3980,National,2022-11-02,2022-11-07,Online Panel,DEM,0
Joe Biden,37,3980,National,2022-11-02,2022-11-07,Online Panel,DEM,0
Joe Biden,35,3980,National,2022-11-02,2022-11-07,Online Panel,DEM,0
Joe Biden,38,3980,National,2022-11-02,2022-11-07,Online Panel,DEM,0
Joe Biden,39,3980,National,2022-11-02,2022-11-07,Online Panel,DEM,0
Joe Biden,32,3980,National,2022-11-02,2022-11-07,Online Panel,DEM,0
Joe Biden,39,3980,National,2022-11-02,2022-11-07,Online Panel,DEM,0
Joe Biden,43,579,Georgia,2022-11-02,2022-11-06,Online Panel,DEM,0
Donald Trump,52,579,Georgia,2022-11-02,2022-11-06,Online Panel,REP,0
Joe Biden,41,810,Georgia,2022-11-02,2022-11-06,Online Panel,DEM,0
Joe Biden,41,809,Arizona,2022-11-02,2022-11-06,Online Panel,DEM,0
Donald Trump,53,560,Arizona,2022-11-02,2022-11-06,Online Panel,REP,0
Donald Trump,48,904,Pennsylvania,2022-11-02,2022-11-06,Online Panel,REP,0
Joe Biden,37,814,Ohio,2022-11-02,2022-11-06,Online Panel,DEM,0
Donald Trump,56,814,Ohio,2022-11-02,2022-11-06,Online Panel,REP,0
Joe Biden,40,505,Ohio,2022-11-02,2022-11-06,Online Panel,DEM,0
Donald Trump,36,1500,National,2022-11-02,2022-11-02,Online Panel,REP,0
Donald Trump,36,1500,National,2022-11-02,2022-11-02,Online Panel,REP,0
Donald Trump,44,1084,National,2022-11-02,2022-11-02,Online Panel,REP,0
Kamala Harris,38,1084,National,2022-11-02,2022-11-02,Online Panel,DEM,0
Donald Trump,45,1084,National,2022-11-02,2022-11-02,Online Panel,REP,0
Donald Trump,53,1540,National,2022-10-31,2022-11-02,App Panel,REP,0
Joe Biden,47,1211,National,2022-10-31,2022-11-02,App Panel,DEM,0
Donald Trump,53,1211,National,2022-10-31,2022-11-02,App Panel,REP,0
Joe Biden,50.7,975,Oregon,2022-10-31,2022-11-01,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,35.3,975,Oregon,2022-10-31,2022-11-01,IVR/Online Panel/Text-to-Web,REP,0
Donald Trump,40.7,850,New Hampshire,2022-10-30,2022-11-01,IVR/Online Panel/Text-to-Web,REP,0
Donald Trump,46.2,1000,Arizona,2022-10-30,2022-11-01,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,38.2,1000,Ohio,2022-10-30,2022-11-01,IVR/Online Panel/Text-to-Web,DEM,0
Joe Biden,34,991,Missouri,2022-10-27,2022-11-01,Online Panel,DEM,0
Donald Trump,52,991,Missouri,2022-10-27,2022-11-01,Online Panel,REP,0
Joe Biden,51.6,1000,New York,2022-10-28,2022-10-31,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,36.9,1000,New York,2022-10-28,2022-10-31,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,44.2,1000,Pennsylvania,2022-10-28,2022-10-31,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,44.3,1000,Pennsylvania,2022-10-28,2022-10-31,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,44.4,900,Michigan,2022-10-28,2022-10-31,IVR/Online Panel/Text-to-Web,DEM,0
Joe Biden,43.8,1000,Georgia,2022-10-28,2022-10-31,IVR/Online Panel/Text-to-Web,DEM,0
Joe Biden,42,1641,National,2022-10-27,2022-10-31,Online Panel,DEM,0
Donald Trump,36,1641,National,2022-10-27,2022-10-31,Online Panel,REP,0
Joe Biden,48,1172,National,2022-10-27,2022-10-31,Online Panel,DEM,0
Donald Trump,42,1172,National,2022-10-27,2022-10-31,Online Panel,REP,0
Joe Biden,45,1000,National,2022-10-27,2022-10-30,Online Panel,DEM,0
Joe Biden,36.8,1000,Kansas,2022-10-27,2022-10-29,IVR/Online Panel/Text-to-Web,DEM,0
Joe Biden,44.2,1000,Wisconsin,2022-10-27,2022-10-29,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,50.6,1000,North Carolina,2022-10-27,2022-10-29,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,46.6,1000,Colorado,2022-10-26,2022-10-29,IVR/Online Panel/Text-to-Web,DEM,0
Joe Biden,36.5,1000,Missouri,2022-10-26,2022-10-28,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,52.9,1000,Missouri,2022-10-26,2022-10-28,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,33.6,825,Utah,2022-10-25,2022-10-28,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,47,825,Utah,2022-10-25,2022-10-28,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,30,1000,Oklahoma,2022-10-25,2022-10-28,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,58.7,1000,Oklahoma,2022-10-25,2022-10-28,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,47.9,1000,New Mexico,2022-10-25,2022-10-28,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,38.2,1000,New Mexico,2022-10-25,2022-10-28,IVR/Online Panel/Text-to-Web/Email,REP,0
Donald Trump,48,500,Nevada,2022-10-24,2022-10-27,Live Phone,REP,0
Joe Biden,45,1014,National,2022-10-24,2022-10-26,Online Panel,DEM,0
Donald Trump,46,1014,National,2022-10-24,2022-10-26,Online Panel,REP,0
Joe Biden,46,1500,National,2022-10-22,2022-10-26,Live Phone,DEM,0
Joe Biden,58,1000,Massachusetts,2022-10-18,2022-10-25,Online Panel,DEM,0
Donald Trump,32,1000,Massachusetts,2022-10-18,2022-10-25,Online Panel,REP,0
Donald Trump,43,600,New Hampshire,2022-10-14,2022-10-25,Online Panel,REP,0
Joe Biden,39,1053,Georgia,2022-10-23,2022-10-24,IVR/Online Panel,DEM,0
Joe Biden,49,1000,Illinois,2022-10-20,2022-10-24,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,37.1,1000,Illinois,2022-10-20,2022-10-24,IVR/Online Panel/Text-to-Web/Email,REP,0
Joe Biden,47.1,1000,New York,2022-10-20,2022-10-24,IVR/Online Panel/Text-to-Web,DEM,0
Joe Biden,45.5,1000,National,2022-10-19,2022-10-24,Live Phone,DEM,0
Joe Biden,49.4,1000,Connecticut,2022-10-19,2022-10-21,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,40,1000,Connecticut,2022-10-19,2022-10-21,IVR/Online Panel/Text-to-Web/Email,REP,0
Joe Biden,32.6,1500,South Dakota,2022-10-19,2022-10-21,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,53.1,1500,South Dakota,2022-10-19,2022-10-21,IVR/Online Panel/Text-to-Web/Email,REP,0
Joe Biden,43,1000,National,2022-10-18,2022-10-19,IVR/Online Panel,DEM,0
Donald Trump,40.1,1000,National,2022-10-18,2022-10-19,IVR/Online Panel,REP,0
Joe Biden,44.3,727,New Hampshire,2022-10-18,2022-10-19,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,42.7,727,New Hampshire,2022-10-18,2022-10-19,IVR/Online Panel/Text-to-Web/Email,REP,0
Donald Trump,47.4,1000,Texas,2022-10-17,2022-10-19,IVR/Online Panel/Text-to-Web/Email,REP,0
Donald Trump,44,1209,National,2022-10-13,2022-10-17,Online Panel,REP,0
Donald Trump,49,707,Nevada,2022-10-13,2022-10-17,IVR/Online Panel,REP,0
Joe Biden,44,1000,National,2022-10-12,2022-10-17,Online Panel,DEM,0
Donald Trump,50,1000,National,2022-10-12,2022-10-17,Online Panel,REP,0
Kamala Harris,42,1000,National,2022-10-12,2022-10-17,Online Panel,DEM,0
Donald Trump,51,1000,National,2022-10-12,2022-10-17,Online Panel,REP,0
Joe Biden,41.4,719,Florida,2022-10-12,2022-10-16,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,45.1,719,Florida,2022-10-12,2022-10-16,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,43.7,580,Michigan,2022-10-12,2022-10-14,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,44.4,580,Michigan,2022-10-12,2022-10-14,IVR/Online Panel/Text-to-Web/Email,REP,0
Joe Biden,43,2010,National,2022-10-12,2022-10-13,Online Panel,DEM,0
Donald Trump,45,2010,National,2022-10-12,2022-10-13,Online Panel,REP,0
Kamala Harris,38,2010,National,2022-10-12,2022-10-13,Online Panel,DEM,0
Donald Trump,49,2010,National,2022-10-12,2022-10-13,Online Panel,REP,0
Kamala Harris,41,2010,National,2022-10-12,2022-10-13,Online Panel,DEM,0
Joe Biden,40,1000,National,2022-10-12,2022-10-13,IVR/Online Panel,DEM,0
Joe Biden,36,1500,National,2022-10-12,2022-10-12,Online Panel,DEM,0
Donald Trump,35,1500,National,2022-10-12,2022-10-12,Online Panel,REP,0
Kamala Harris,35,1500,National,2022-10-12,2022-10-12,Online Panel,DEM,0
Donald Trump,36,1500,National,2022-10-12,2022-10-12,Online Panel,REP,0
Joe Biden,40,1110,National,2022-10-12,2022-10-12,Online Panel,DEM,0
Kamala Harris,40,1110,National,2022-10-12,2022-10-12,Online Panel,DEM,0
Donald Trump,42,1110,National,2022-10-12,2022-10-12,Online Panel,REP,0
Joe Biden,44,792,National,2022-10-09,2022-10-12,Live Phone,DEM,0
Donald Trump,45,792,National,2022-10-09,2022-10-12,Live Phone,REP,0
Joe Biden,42,792,National,2022-10-09,2022-10-12,Live Phone,DEM,0
Donald Trump,43,792,National,2022-10-09,2022-10-12,Live Phone,REP,0
Donald Trump,45,792,National,2022-10-09,2022-10-12,Live Phone,REP,0
Joe Biden,51,770,Illinois,2022-10-10,2022-10-11,IVR/Text,DEM,0
Donald Trump,42,770,Illinois,2022-10-10,2022-10-11,IVR/Text,REP,0
Donald Trump,42,770,Illinois,2022-10-10,2022-10-11,IVR/Text,REP,0
Kamala Harris,54,800,National,2022-10-04,2022-10-11,Live Phone,DEM,0
Donald Trump,39,800,National,2022-10-04,2022-10-11,Live Phone,REP,0
Joe Biden,44,606,North Carolina,2022-10-07,2022-10-08,IVR/Text,DEM,0
Donald Trump,44,606,North Carolina,2022-10-07,2022-10-08,IVR/Text,REP,0
Joe Biden,43.4,1000,Georgia,2022-10-06,2022-10-07,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,45.2,1000,Georgia,2022-10-06,2022-10-07,IVR/Online Panel/Text-to-Web/Email,REP,0
Joe Biden,37.6,1000,Ohio,2022-10-06,2022-10-07,IVR/Online Panel/Text-to-Web/Email,DEM,0
Joe Biden,40.8,301,Oklahoma,2022-10-04,2022-10-06,IVR/Online Panel,DEM,0
Donald Trump,52.7,301,Oklahoma,2022-10-04,2022-10-06,IVR/Online Panel,REP,0
Donald Trump,39,1006,National,2022-10-05,2022-10-05,Online Panel,REP,0
Joe Biden,38.8,959,Iowa,2022-10-02,2022-10-04,IVR/Text-to-Web/Email,DEM,0
Donald Trump,47,959,Iowa,2022-10-02,2022-10-04,IVR/Text-to-Web/Email,REP,0
Joe Biden,39,1500,National,2022-10-02,2022-10-03,Online Panel,DEM,0
Donald Trump,34,1500,National,2022-10-02,2022-10-03,Online Panel,REP,0
Kamala Harris,38,1500,National,2022-10-02,2022-10-03,Online Panel,DEM,0
Donald Trump,34,1500,National,2022-10-02,2022-10-03,Online Panel,REP,0
Joe Biden,43,1128,National,2022-10-02,2022-10-03,Online Panel,DEM,0
Kamala Harris,41,1128,National,2022-10-02,2022-10-03,Online Panel,DEM,0
Joe Biden,45,918,North Carolina,2022-09-28,2022-10-02,Online Panel,DEM,0
Joe Biden,50.2,796,Oregon,2022-09-30,2022-10-01,IVR/Text-to-Web/Email,DEM,0
Donald Trump,40.5,796,Oregon,2022-09-30,2022-10-01,IVR/Text-to-Web/Email,REP,0
Joe Biden,49.4,782,Washington,2022-09-30,2022-10-01,IVR/Text-to-Web/Email,DEM,0
Donald Trump,45,1138,National,2022-09-23,2022-09-27,Online Panel,REP,0
Joe Biden,37,1160,Missouri,2022-09-23,2022-09-27,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,51.4,1160,Missouri,2022-09-23,2022-09-27,IVR/Online Panel/Text-to-Web/Email,REP,0
Donald Trump,45.9,1000,Pennsylvania,2022-09-23,2022-09-26,IVR/Online Panel/Text-to-Web/Email,REP,0
Donald Trump,38.3,1000,Illinois,2022-09-21,2022-09-23,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,39.9,1000,Texas,2022-09-20,2022-09-22,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,49.1,1000,Texas,2022-09-20,2022-09-22,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,45,1000,National,2022-09-17,2022-09-22,Online Panel,DEM,0
Donald Trump,51,1000,National,2022-09-17,2022-09-22,Online Panel,REP,0
Joe Biden,45.3,1368,National,2022-09-20,2022-09-21,IVR/Online Panel,DEM,0
Donald Trump,43.9,1368,National,2022-09-20,2022-09-21,IVR/Online Panel,REP,0
Joe Biden,48,1006,National,2022-09-18,2022-09-21,Live Phone,DEM,0
Donald Trump,48,908,National,2022-09-18,2022-09-21,Live Phone,REP,0
Joe Biden,50.9,1164,Maine,2022-09-19,2022-09-20,IVR/Online Panel/Text-to-Web,DEM,0
Joe Biden,45.8,1000,Colorado,2022-09-18,2022-09-19,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,36,1000,Colorado,2022-09-18,2022-09-19,IVR/Online Panel/Text-to-Web/Email,REP,0
Joe Biden,47,1056,National,2022-09-16,2022-09-19,Online Panel,DEM,0
Donald Trump,43,1056,National,2022-09-16,2022-09-19,Online Panel,REP,0
Joe Biden,48,600,Michigan,2022-09-15,2022-09-19,Live Phone,DEM,0
Donald Trump,44,600,Michigan,2022-09-15,2022-09-19,Live Phone,REP,0
Joe Biden,44.8,860,Wisconsin,2022-09-16,2022-09-18,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,44,860,Wisconsin,2022-09-16,2022-09-18,IVR/Online Panel/Text-to-Web/Email,REP,0
Joe Biden,44.4,500,Florida,2022-09-15,2022-09-18,Live Phone,DEM,0
Donald Trump,46.6,500,Florida,2022-09-15,2022-09-18,Live Phone,REP,0
Joe Biden,43.6,500,Florida,2022-09-15,2022-09-18,Live Phone,DEM,0
Kamala Harris,44.4,500,Florida,2022-09-15,2022-09-18,Live Phone,DEM,0
Joe Biden,35.7,1000,Kansas,2022-09-15,2022-09-18,IVR/Online Panel/Text-to-Web/Email,DEM,0
Joe Biden,35,830,Missouri,2022-09-14,2022-09-18,Online Panel,DEM,0
Donald Trump,47,1000,North Carolina,2022-09-15,2022-09-16,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,46.3,800,New Hampshire,2022-09-14,2022-09-15,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,43.2,800,New Hampshire,2022-09-14,2022-09-15,IVR/Online Panel/Text-to-Web/Email,REP,0
Kamala Harris,36,1500,National,2022-09-14,2022-09-15,Online Panel,DEM,0
Donald Trump,38,1500,National,2022-09-14,2022-09-15,Online Panel,REP,0
Donald Trump,40,1163,National,2022-09-14,2022-09-15,Online Panel,REP,0
Kamala Harris,40,1163,National,2022-09-14,2022-09-15,Online Panel,DEM,0
Donald Trump,42,1163,National,2022-09-14,2022-09-15,Online Panel,REP,0
Joe Biden,40,1448,National,2022-09-07,2022-09-14,Probability Panel,DEM,0
Joe Biden,42,1282,National,2022-09-07,2022-09-14,Probability Panel,DEM,0
Joe Biden,40,1448,National,2022-09-07,2022-09-14,Probability Panel,DEM,0
Joe Biden,43,1282,National,2022-09-07,2022-09-14,Probability Panel,DEM,0
Joe Biden,45,1399,National,2022-09-06,2022-09-14,Live Phone,DEM,0
Donald Trump,42,1399,National,2022-09-06,2022-09-14,Live Phone,REP,0
